"","word","sentiment","lexicon","score"
"1862","rejoiced",NA,"AFINN",4
"1863","rejoices",NA,"AFINN",4
"1864","rejoicing",NA,"AFINN",4
"1865","relaxed",NA,"AFINN",2
"1866","relentless",NA,"AFINN",-1
"1867","reliant",NA,"AFINN",2
"1868","relieve",NA,"AFINN",1
"1869","relieved",NA,"AFINN",2
"1870","relieves",NA,"AFINN",1
"1871","relieving",NA,"AFINN",2
"1872","relishing",NA,"AFINN",2
"1873","remarkable",NA,"AFINN",2
"1874","remorse",NA,"AFINN",-2
"1875","repulse",NA,"AFINN",-1
"1876","repulsed",NA,"AFINN",-2
"1877","rescue",NA,"AFINN",2
"1878","rescued",NA,"AFINN",2
"1879","rescues",NA,"AFINN",2
"1880","resentful",NA,"AFINN",-2
"1881","resign",NA,"AFINN",-1
"1882","resigned",NA,"AFINN",-1
"1883","resigning",NA,"AFINN",-1
"1884","resigns",NA,"AFINN",-1
"1885","resolute",NA,"AFINN",2
"1886","resolve",NA,"AFINN",2
"1887","resolved",NA,"AFINN",2
"1888","resolves",NA,"AFINN",2
"1889","resolving",NA,"AFINN",2
"1890","respected",NA,"AFINN",2
"1891","responsible",NA,"AFINN",2
"1892","responsive",NA,"AFINN",2
"1893","restful",NA,"AFINN",2
"1894","restless",NA,"AFINN",-2
"1895","restore",NA,"AFINN",1
"1896","restored",NA,"AFINN",1
"1897","restores",NA,"AFINN",1
"1898","restoring",NA,"AFINN",1
"1899","restrict",NA,"AFINN",-2
"1900","restricted",NA,"AFINN",-2
"1901","restricting",NA,"AFINN",-2
"1902","restriction",NA,"AFINN",-2
"1903","restricts",NA,"AFINN",-2
"1904","retained",NA,"AFINN",-1
"1905","retard",NA,"AFINN",-2
"1906","retarded",NA,"AFINN",-2
"1907","retreat",NA,"AFINN",-1
"1908","revenge",NA,"AFINN",-2
"1909","revengeful",NA,"AFINN",-2
"1910","revered",NA,"AFINN",2
"1911","revive",NA,"AFINN",2
"1912","revives",NA,"AFINN",2
"1913","reward",NA,"AFINN",2
"1914","rewarded",NA,"AFINN",2
"1915","rewarding",NA,"AFINN",2
"1916","rewards",NA,"AFINN",2
"1917","rich",NA,"AFINN",2
"1918","ridiculous",NA,"AFINN",-3
"1919","rig",NA,"AFINN",-1
"1920","rigged",NA,"AFINN",-1
"1921","right direction",NA,"AFINN",3
"1922","rigorous",NA,"AFINN",3
"1923","rigorously",NA,"AFINN",3
"1924","riot",NA,"AFINN",-2
"1925","riots",NA,"AFINN",-2
"1926","risk",NA,"AFINN",-2
"1927","risks",NA,"AFINN",-2
"1928","rob",NA,"AFINN",-2
"1929","robber",NA,"AFINN",-2
"1930","robed",NA,"AFINN",-2
"1931","robing",NA,"AFINN",-2
"1932","robs",NA,"AFINN",-2
"1933","robust",NA,"AFINN",2
"1934","rofl",NA,"AFINN",4
"1935","roflcopter",NA,"AFINN",4
"1936","roflmao",NA,"AFINN",4
"1937","romance",NA,"AFINN",2
"1938","rotfl",NA,"AFINN",4
"1939","rotflmfao",NA,"AFINN",4
"1940","rotflol",NA,"AFINN",4
"1941","ruin",NA,"AFINN",-2
"1942","ruined",NA,"AFINN",-2
"1943","ruining",NA,"AFINN",-2
"1944","ruins",NA,"AFINN",-2
"1945","sabotage",NA,"AFINN",-2
"1946","sad",NA,"AFINN",-2
"1947","sadden",NA,"AFINN",-2
"1948","saddened",NA,"AFINN",-2
"1949","sadly",NA,"AFINN",-2
"1950","safe",NA,"AFINN",1
"1951","safely",NA,"AFINN",1
"1952","safety",NA,"AFINN",1
"1953","salient",NA,"AFINN",1
"1954","sappy",NA,"AFINN",-1
"1955","sarcastic",NA,"AFINN",-2
"1956","satisfied",NA,"AFINN",2
"1957","save",NA,"AFINN",2
"1958","saved",NA,"AFINN",2
"1959","scam",NA,"AFINN",-2
"1960","scams",NA,"AFINN",-2
"1961","scandal",NA,"AFINN",-3
"1962","scandalous",NA,"AFINN",-3
"1963","scandals",NA,"AFINN",-3
"1964","scapegoat",NA,"AFINN",-2
"1965","scapegoats",NA,"AFINN",-2
"1966","scare",NA,"AFINN",-2
"1967","scared",NA,"AFINN",-2
"1968","scary",NA,"AFINN",-2
"1969","sceptical",NA,"AFINN",-2
"1970","scold",NA,"AFINN",-2
"1971","scoop",NA,"AFINN",3
"1972","scorn",NA,"AFINN",-2
"1973","scornful",NA,"AFINN",-2
"1974","scream",NA,"AFINN",-2
"1975","screamed",NA,"AFINN",-2
"1976","screaming",NA,"AFINN",-2
"1977","screams",NA,"AFINN",-2
"1978","screwed",NA,"AFINN",-2
"1979","screwed up",NA,"AFINN",-3
"1980","scumbag",NA,"AFINN",-4
"1981","secure",NA,"AFINN",2
"1982","secured",NA,"AFINN",2
"1983","secures",NA,"AFINN",2
"1984","sedition",NA,"AFINN",-2
"1985","seditious",NA,"AFINN",-2
"1986","seduced",NA,"AFINN",-1
"1987","self-confident",NA,"AFINN",2
"1988","self-deluded",NA,"AFINN",-2
"1989","selfish",NA,"AFINN",-3
"1990","selfishness",NA,"AFINN",-3
"1991","sentence",NA,"AFINN",-2
"1992","sentenced",NA,"AFINN",-2
"1993","sentences",NA,"AFINN",-2
"1994","sentencing",NA,"AFINN",-2
"1995","serene",NA,"AFINN",2
"1996","severe",NA,"AFINN",-2
"1997","sexy",NA,"AFINN",3
"1998","shaky",NA,"AFINN",-2
"1999","shame",NA,"AFINN",-2
"2000","shamed",NA,"AFINN",-2
"2001","shameful",NA,"AFINN",-2
"2002","share",NA,"AFINN",1
"2003","shared",NA,"AFINN",1
"2004","shares",NA,"AFINN",1
"2005","shattered",NA,"AFINN",-2
"2006","shit",NA,"AFINN",-4
"2007","shithead",NA,"AFINN",-4
"2008","shitty",NA,"AFINN",-3
"2009","shock",NA,"AFINN",-2
"2010","shocked",NA,"AFINN",-2
"2011","shocking",NA,"AFINN",-2
"2012","shocks",NA,"AFINN",-2
"2013","shoot",NA,"AFINN",-1
"2014","short-sighted",NA,"AFINN",-2
"2015","short-sightedness",NA,"AFINN",-2
"2016","shortage",NA,"AFINN",-2
"2017","shortages",NA,"AFINN",-2
"2018","shrew",NA,"AFINN",-4
"2019","shy",NA,"AFINN",-1
"2020","sick",NA,"AFINN",-2
"2021","sigh",NA,"AFINN",-2
"2022","significance",NA,"AFINN",1
"2023","significant",NA,"AFINN",1
"2024","silencing",NA,"AFINN",-1
"2025","silly",NA,"AFINN",-1
"2026","sincere",NA,"AFINN",2
"2027","sincerely",NA,"AFINN",2
"2028","sincerest",NA,"AFINN",2
"2029","sincerity",NA,"AFINN",2
"2030","sinful",NA,"AFINN",-3
"2031","singleminded",NA,"AFINN",-2
"2032","skeptic",NA,"AFINN",-2
"2033","skeptical",NA,"AFINN",-2
"2034","skepticism",NA,"AFINN",-2
"2035","skeptics",NA,"AFINN",-2
"2036","slam",NA,"AFINN",-2
"2037","slash",NA,"AFINN",-2
"2038","slashed",NA,"AFINN",-2
"2039","slashes",NA,"AFINN",-2
"2040","slashing",NA,"AFINN",-2
"2041","slavery",NA,"AFINN",-3
"2042","sleeplessness",NA,"AFINN",-2
"2043","slick",NA,"AFINN",2
"2044","slicker",NA,"AFINN",2
"2045","slickest",NA,"AFINN",2
"2046","sluggish",NA,"AFINN",-2
"2047","slut",NA,"AFINN",-5
"2048","smart",NA,"AFINN",1
"2049","smarter",NA,"AFINN",2
"2050","smartest",NA,"AFINN",2
"2051","smear",NA,"AFINN",-2
"2052","smile",NA,"AFINN",2
"2053","smiled",NA,"AFINN",2
"2054","smiles",NA,"AFINN",2
"2055","smiling",NA,"AFINN",2
"2056","smog",NA,"AFINN",-2
"2057","sneaky",NA,"AFINN",-1
"2058","snub",NA,"AFINN",-2
"2059","snubbed",NA,"AFINN",-2
"2060","snubbing",NA,"AFINN",-2
"2061","snubs",NA,"AFINN",-2
"2062","sobering",NA,"AFINN",1
"2063","solemn",NA,"AFINN",-1
"2064","solid",NA,"AFINN",2
"2065","solidarity",NA,"AFINN",2
"2066","solution",NA,"AFINN",1
"2067","solutions",NA,"AFINN",1
"2068","solve",NA,"AFINN",1
"2069","solved",NA,"AFINN",1
"2070","solves",NA,"AFINN",1
"2071","solving",NA,"AFINN",1
"2072","somber",NA,"AFINN",-2
"2073","some kind",NA,"AFINN",0
"2074","son-of-a-bitch",NA,"AFINN",-5
"2075","soothe",NA,"AFINN",3
"2076","soothed",NA,"AFINN",3
"2077","soothing",NA,"AFINN",3
"2078","sophisticated",NA,"AFINN",2
"2079","sore",NA,"AFINN",-1
"2080","sorrow",NA,"AFINN",-2
"2081","sorrowful",NA,"AFINN",-2
"2082","sorry",NA,"AFINN",-1
"2083","spam",NA,"AFINN",-2
"2084","spammer",NA,"AFINN",-3
"2085","spammers",NA,"AFINN",-3
"2086","spamming",NA,"AFINN",-2
"2087","spark",NA,"AFINN",1
"2088","sparkle",NA,"AFINN",3
"2089","sparkles",NA,"AFINN",3
"2090","sparkling",NA,"AFINN",3
"2091","speculative",NA,"AFINN",-2
"2092","spirit",NA,"AFINN",1
"2093","spirited",NA,"AFINN",2
"2094","spiritless",NA,"AFINN",-2
"2095","spiteful",NA,"AFINN",-2
"2096","splendid",NA,"AFINN",3
"2097","sprightly",NA,"AFINN",2
"2098","squelched",NA,"AFINN",-1
"2099","stab",NA,"AFINN",-2
"2100","stabbed",NA,"AFINN",-2
"2101","stable",NA,"AFINN",2
"2102","stabs",NA,"AFINN",-2
"2103","stall",NA,"AFINN",-2
"2104","stalled",NA,"AFINN",-2
"2105","stalling",NA,"AFINN",-2
"2106","stamina",NA,"AFINN",2
"2107","stampede",NA,"AFINN",-2
"2108","startled",NA,"AFINN",-2
"2109","starve",NA,"AFINN",-2
"2110","starved",NA,"AFINN",-2
"2111","starves",NA,"AFINN",-2
"2112","starving",NA,"AFINN",-2
"2113","steadfast",NA,"AFINN",2
"2114","steal",NA,"AFINN",-2
"2115","steals",NA,"AFINN",-2
"2116","stereotype",NA,"AFINN",-2
"2117","stereotyped",NA,"AFINN",-2
"2118","stifled",NA,"AFINN",-1
"2119","stimulate",NA,"AFINN",1
"2120","stimulated",NA,"AFINN",1
"2121","stimulates",NA,"AFINN",1
"2122","stimulating",NA,"AFINN",2
"2123","stingy",NA,"AFINN",-2
"2124","stolen",NA,"AFINN",-2
"2125","stop",NA,"AFINN",-1
"2126","stopped",NA,"AFINN",-1
"2127","stopping",NA,"AFINN",-1
"2128","stops",NA,"AFINN",-1
"2129","stout",NA,"AFINN",2
"2130","straight",NA,"AFINN",1
"2131","strange",NA,"AFINN",-1
"2132","strangely",NA,"AFINN",-1
"2133","strangled",NA,"AFINN",-2
"2134","strength",NA,"AFINN",2
"2135","strengthen",NA,"AFINN",2
"2136","strengthened",NA,"AFINN",2
"2137","strengthening",NA,"AFINN",2
"2138","strengthens",NA,"AFINN",2
"2139","stressed",NA,"AFINN",-2
"2140","stressor",NA,"AFINN",-2
"2141","stressors",NA,"AFINN",-2
"2142","stricken",NA,"AFINN",-2
"2143","strike",NA,"AFINN",-1
"2144","strikers",NA,"AFINN",-2
"2145","strikes",NA,"AFINN",-1
"2146","strong",NA,"AFINN",2
"2147","stronger",NA,"AFINN",2
"2148","strongest",NA,"AFINN",2
"2149","struck",NA,"AFINN",-1
"2150","struggle",NA,"AFINN",-2
"2151","struggled",NA,"AFINN",-2
"2152","struggles",NA,"AFINN",-2
"2153","struggling",NA,"AFINN",-2
"2154","stubborn",NA,"AFINN",-2
"2155","stuck",NA,"AFINN",-2
"2156","stunned",NA,"AFINN",-2
"2157","stunning",NA,"AFINN",4
"2158","stupid",NA,"AFINN",-2
"2159","stupidly",NA,"AFINN",-2
"2160","suave",NA,"AFINN",2
"2161","substantial",NA,"AFINN",1
"2162","substantially",NA,"AFINN",1
"2163","subversive",NA,"AFINN",-2
"2164","success",NA,"AFINN",2
"2165","successful",NA,"AFINN",3
"2166","suck",NA,"AFINN",-3
"2167","sucks",NA,"AFINN",-3
"2168","suffer",NA,"AFINN",-2
"2169","suffering",NA,"AFINN",-2
"2170","suffers",NA,"AFINN",-2
"2171","suicidal",NA,"AFINN",-2
"2172","suicide",NA,"AFINN",-2
"2173","suing",NA,"AFINN",-2
"2174","sulking",NA,"AFINN",-2
"2175","sulky",NA,"AFINN",-2
"2176","sullen",NA,"AFINN",-2
"2177","sunshine",NA,"AFINN",2
"2178","super",NA,"AFINN",3
"2179","superb",NA,"AFINN",5
"2180","superior",NA,"AFINN",2
"2181","support",NA,"AFINN",2
"2182","supported",NA,"AFINN",2
"2183","supporter",NA,"AFINN",1
"2184","supporters",NA,"AFINN",1
"2185","supporting",NA,"AFINN",1
"2186","supportive",NA,"AFINN",2
"2187","supports",NA,"AFINN",2
"2188","survived",NA,"AFINN",2
"2189","surviving",NA,"AFINN",2
"2190","survivor",NA,"AFINN",2
"2191","suspect",NA,"AFINN",-1
"2192","suspected",NA,"AFINN",-1
"2193","suspecting",NA,"AFINN",-1
"2194","suspects",NA,"AFINN",-1
"2195","suspend",NA,"AFINN",-1
"2196","suspended",NA,"AFINN",-1
"2197","suspicious",NA,"AFINN",-2
"2198","swear",NA,"AFINN",-2
"2199","swearing",NA,"AFINN",-2
"2200","swears",NA,"AFINN",-2
"2201","sweet",NA,"AFINN",2
"2202","swift",NA,"AFINN",2
"2203","swiftly",NA,"AFINN",2
"2204","swindle",NA,"AFINN",-3
"2205","swindles",NA,"AFINN",-3
"2206","swindling",NA,"AFINN",-3
"2207","sympathetic",NA,"AFINN",2
"2208","sympathy",NA,"AFINN",2
"2209","tard",NA,"AFINN",-2
"2210","tears",NA,"AFINN",-2
"2211","tender",NA,"AFINN",2
"2212","tense",NA,"AFINN",-2
"2213","tension",NA,"AFINN",-1
"2214","terrible",NA,"AFINN",-3
"2215","terribly",NA,"AFINN",-3
"2216","terrific",NA,"AFINN",4
"2217","terrified",NA,"AFINN",-3
"2218","terror",NA,"AFINN",-3
"2219","terrorize",NA,"AFINN",-3
"2220","terrorized",NA,"AFINN",-3
"2221","terrorizes",NA,"AFINN",-3
"2222","thank",NA,"AFINN",2
"2223","thankful",NA,"AFINN",2
"2224","thanks",NA,"AFINN",2
"2225","thorny",NA,"AFINN",-2
"2226","thoughtful",NA,"AFINN",2
"2227","thoughtless",NA,"AFINN",-2
"2228","threat",NA,"AFINN",-2
"2229","threaten",NA,"AFINN",-2
"2230","threatened",NA,"AFINN",-2
"2231","threatening",NA,"AFINN",-2
"2232","threatens",NA,"AFINN",-2
"2233","threats",NA,"AFINN",-2
"2234","thrilled",NA,"AFINN",5
"2235","thwart",NA,"AFINN",-2
"2236","thwarted",NA,"AFINN",-2
"2237","thwarting",NA,"AFINN",-2
"2238","thwarts",NA,"AFINN",-2
"2239","timid",NA,"AFINN",-2
"2240","timorous",NA,"AFINN",-2
"2241","tired",NA,"AFINN",-2
"2242","tits",NA,"AFINN",-2
"2243","tolerant",NA,"AFINN",2
"2244","toothless",NA,"AFINN",-2
"2245","top",NA,"AFINN",2
"2246","tops",NA,"AFINN",2
"2247","torn",NA,"AFINN",-2
"2248","torture",NA,"AFINN",-4
"2249","tortured",NA,"AFINN",-4
"2250","tortures",NA,"AFINN",-4
"2251","torturing",NA,"AFINN",-4
"2252","totalitarian",NA,"AFINN",-2
"2253","totalitarianism",NA,"AFINN",-2
"2254","tout",NA,"AFINN",-2
"2255","touted",NA,"AFINN",-2
"2256","touting",NA,"AFINN",-2
"2257","touts",NA,"AFINN",-2
"2258","tragedy",NA,"AFINN",-2
"2259","tragic",NA,"AFINN",-2
"2260","tranquil",NA,"AFINN",2
"2261","trap",NA,"AFINN",-1
"2262","trapped",NA,"AFINN",-2
"2263","trauma",NA,"AFINN",-3
"2264","traumatic",NA,"AFINN",-3
"2265","travesty",NA,"AFINN",-2
"2266","treason",NA,"AFINN",-3
"2267","treasonous",NA,"AFINN",-3
"2268","treasure",NA,"AFINN",2
"2269","treasures",NA,"AFINN",2
"2270","trembling",NA,"AFINN",-2
"2271","tremulous",NA,"AFINN",-2
"2272","tricked",NA,"AFINN",-2
"2273","trickery",NA,"AFINN",-2
"2274","triumph",NA,"AFINN",4
"2275","triumphant",NA,"AFINN",4
"2276","trouble",NA,"AFINN",-2
"2277","troubled",NA,"AFINN",-2
"2278","troubles",NA,"AFINN",-2
"2279","true",NA,"AFINN",2
"2280","trust",NA,"AFINN",1
"2281","trusted",NA,"AFINN",2
"2282","tumor",NA,"AFINN",-2
"2283","twat",NA,"AFINN",-5
"2284","ugly",NA,"AFINN",-3
"2285","unacceptable",NA,"AFINN",-2
"2286","unappreciated",NA,"AFINN",-2
"2287","unapproved",NA,"AFINN",-2
"2288","unaware",NA,"AFINN",-2
"2289","unbelievable",NA,"AFINN",-1
"2290","unbelieving",NA,"AFINN",-1
"2291","unbiased",NA,"AFINN",2
"2292","uncertain",NA,"AFINN",-1
"2293","unclear",NA,"AFINN",-1
"2294","uncomfortable",NA,"AFINN",-2
"2295","unconcerned",NA,"AFINN",-2
"2296","unconfirmed",NA,"AFINN",-1
"2297","unconvinced",NA,"AFINN",-1
"2298","uncredited",NA,"AFINN",-1
"2299","undecided",NA,"AFINN",-1
"2300","underestimate",NA,"AFINN",-1
"2301","underestimated",NA,"AFINN",-1
"2302","underestimates",NA,"AFINN",-1
"2303","underestimating",NA,"AFINN",-1
"2304","undermine",NA,"AFINN",-2
"2305","undermined",NA,"AFINN",-2
"2306","undermines",NA,"AFINN",-2
"2307","undermining",NA,"AFINN",-2
"2308","undeserving",NA,"AFINN",-2
"2309","undesirable",NA,"AFINN",-2
"2310","uneasy",NA,"AFINN",-2
"2311","unemployment",NA,"AFINN",-2
"2312","unequal",NA,"AFINN",-1
"2313","unequaled",NA,"AFINN",2
"2314","unethical",NA,"AFINN",-2
"2315","unfair",NA,"AFINN",-2
"2316","unfocused",NA,"AFINN",-2
"2317","unfulfilled",NA,"AFINN",-2
"2318","unhappy",NA,"AFINN",-2
"2319","unhealthy",NA,"AFINN",-2
"2320","unified",NA,"AFINN",1
"2321","unimpressed",NA,"AFINN",-2
"2322","unintelligent",NA,"AFINN",-2
"2323","united",NA,"AFINN",1
"2324","unjust",NA,"AFINN",-2
"2325","unlovable",NA,"AFINN",-2
"2326","unloved",NA,"AFINN",-2
"2327","unmatched",NA,"AFINN",1
"2328","unmotivated",NA,"AFINN",-2
"2329","unprofessional",NA,"AFINN",-2
"2330","unresearched",NA,"AFINN",-2
"2331","unsatisfied",NA,"AFINN",-2
"2332","unsecured",NA,"AFINN",-2
"2333","unsettled",NA,"AFINN",-1
"2334","unsophisticated",NA,"AFINN",-2
"2335","unstable",NA,"AFINN",-2
"2336","unstoppable",NA,"AFINN",2
"2337","unsupported",NA,"AFINN",-2
"2338","unsure",NA,"AFINN",-1
"2339","untarnished",NA,"AFINN",2
"2340","unwanted",NA,"AFINN",-2
"2341","unworthy",NA,"AFINN",-2
"2342","upset",NA,"AFINN",-2
"2343","upsets",NA,"AFINN",-2
"2344","upsetting",NA,"AFINN",-2
"2345","uptight",NA,"AFINN",-2
"2346","urgent",NA,"AFINN",-1
"2347","useful",NA,"AFINN",2
"2348","usefulness",NA,"AFINN",2
"2349","useless",NA,"AFINN",-2
"2350","uselessness",NA,"AFINN",-2
"2351","vague",NA,"AFINN",-2
"2352","validate",NA,"AFINN",1
"2353","validated",NA,"AFINN",1
"2354","validates",NA,"AFINN",1
"2355","validating",NA,"AFINN",1
"2356","verdict",NA,"AFINN",-1
"2357","verdicts",NA,"AFINN",-1
"2358","vested",NA,"AFINN",1
"2359","vexation",NA,"AFINN",-2
"2360","vexing",NA,"AFINN",-2
"2361","vibrant",NA,"AFINN",3
"2362","vicious",NA,"AFINN",-2
"2363","victim",NA,"AFINN",-3
"2364","victimize",NA,"AFINN",-3
"2365","victimized",NA,"AFINN",-3
"2366","victimizes",NA,"AFINN",-3
"2367","victimizing",NA,"AFINN",-3
"2368","victims",NA,"AFINN",-3
"2369","vigilant",NA,"AFINN",3
"2370","vile",NA,"AFINN",-3
"2371","vindicate",NA,"AFINN",2
"2372","vindicated",NA,"AFINN",2
"2373","vindicates",NA,"AFINN",2
"2374","vindicating",NA,"AFINN",2
"2375","violate",NA,"AFINN",-2
"2376","violated",NA,"AFINN",-2
"2377","violates",NA,"AFINN",-2
"2378","violating",NA,"AFINN",-2
"2379","violence",NA,"AFINN",-3
"2380","violent",NA,"AFINN",-3
"2381","virtuous",NA,"AFINN",2
"2382","virulent",NA,"AFINN",-2
"2383","vision",NA,"AFINN",1
"2384","visionary",NA,"AFINN",3
"2385","visioning",NA,"AFINN",1
"2386","visions",NA,"AFINN",1
"2387","vitality",NA,"AFINN",3
"2388","vitamin",NA,"AFINN",1
"2389","vitriolic",NA,"AFINN",-3
"2390","vivacious",NA,"AFINN",3
"2391","vociferous",NA,"AFINN",-1
"2392","vulnerability",NA,"AFINN",-2
"2393","vulnerable",NA,"AFINN",-2
"2394","walkout",NA,"AFINN",-2
"2395","walkouts",NA,"AFINN",-2
"2396","wanker",NA,"AFINN",-3
"2397","want",NA,"AFINN",1
"2398","war",NA,"AFINN",-2
"2399","warfare",NA,"AFINN",-2
"2400","warm",NA,"AFINN",1
"2401","warmth",NA,"AFINN",2
"2402","warn",NA,"AFINN",-2
"2403","warned",NA,"AFINN",-2
"2404","warning",NA,"AFINN",-3
"2405","warnings",NA,"AFINN",-3
"2406","warns",NA,"AFINN",-2
"2407","waste",NA,"AFINN",-1
"2408","wasted",NA,"AFINN",-2
"2409","wasting",NA,"AFINN",-2
"2410","wavering",NA,"AFINN",-1
"2411","weak",NA,"AFINN",-2
"2412","weakness",NA,"AFINN",-2
"2413","wealth",NA,"AFINN",3
"2414","wealthy",NA,"AFINN",2
"2415","weary",NA,"AFINN",-2
"2416","weep",NA,"AFINN",-2
"2417","weeping",NA,"AFINN",-2
"2418","weird",NA,"AFINN",-2
"2419","welcome",NA,"AFINN",2
"2420","welcomed",NA,"AFINN",2
"2421","welcomes",NA,"AFINN",2
"2422","whimsical",NA,"AFINN",1
"2423","whitewash",NA,"AFINN",-3
"2424","whore",NA,"AFINN",-4
"2425","wicked",NA,"AFINN",-2
"2426","widowed",NA,"AFINN",-1
"2427","willingness",NA,"AFINN",2
"2428","win",NA,"AFINN",4
"2429","winner",NA,"AFINN",4
"2430","winning",NA,"AFINN",4
"2431","wins",NA,"AFINN",4
"2432","winwin",NA,"AFINN",3
"2433","wish",NA,"AFINN",1
"2434","wishes",NA,"AFINN",1
"2435","wishing",NA,"AFINN",1
"2436","withdrawal",NA,"AFINN",-3
"2437","woebegone",NA,"AFINN",-2
"2438","woeful",NA,"AFINN",-3
"2439","won",NA,"AFINN",3
"2440","wonderful",NA,"AFINN",4
"2441","woo",NA,"AFINN",3
"2442","woohoo",NA,"AFINN",3
"2443","wooo",NA,"AFINN",4
"2444","woow",NA,"AFINN",4
"2445","worn",NA,"AFINN",-1
"2446","worried",NA,"AFINN",-3
"2447","worry",NA,"AFINN",-3
"2448","worrying",NA,"AFINN",-3
"2449","worse",NA,"AFINN",-3
"2450","worsen",NA,"AFINN",-3
"2451","worsened",NA,"AFINN",-3
"2452","worsening",NA,"AFINN",-3
"2453","worsens",NA,"AFINN",-3
"2454","worshiped",NA,"AFINN",3
"2455","worst",NA,"AFINN",-3
"2456","worth",NA,"AFINN",2
"2457","worthless",NA,"AFINN",-2
"2458","worthy",NA,"AFINN",2
"2459","wow",NA,"AFINN",4
"2460","wowow",NA,"AFINN",4
"2461","wowww",NA,"AFINN",4
"2462","wrathful",NA,"AFINN",-3
"2463","wreck",NA,"AFINN",-2
"2464","wrong",NA,"AFINN",-2
"2465","wronged",NA,"AFINN",-2
"2466","wtf",NA,"AFINN",-4
"2467","yeah",NA,"AFINN",1
"2468","yearning",NA,"AFINN",1
"2469","yeees",NA,"AFINN",2
"2470","yes",NA,"AFINN",1
"2471","youthful",NA,"AFINN",2
"2472","yucky",NA,"AFINN",-2
"2473","yummy",NA,"AFINN",3
"2474","zealot",NA,"AFINN",-2
"2475","zealots",NA,"AFINN",-2
"2476","zealous",NA,"AFINN",2
